0,1,2,3,4,5,6
-0.0061294402186603345,0.001877630847453844,0.1292357392928592,0.0016966318281620406,0.01729726621685977,0.014180123887493973,0.010282465245768736
-0.0061294402186603345,0.001877630847453844,0.013078968860051266,0.0016966318281620406,0.01729726621685977,0.014180123887493973,0.6040151391818266
0.18815324689970528,0.001877630847453844,0.013078968860051266,0.30411076269137904,0.01729726621685977,0.014180123887493973,0.5892031595819018
-0.0061294402186603345,0.001877630847453844,0.013078968860051266,0.0016966318281620406,0.01729726621685977,0.331058339182956,0.010282465245768736
0.06119224323789071,1.327646860255072,0.013078968860051266,0.0016966318281620406,0.01729726621685977,0.014180123887493973,0.010282465245768736
-0.20440691036320943,0.001877630847453844,0.013078968860051266,0.0016966318281620406,0.01729726621685977,0.014180123887493973,0.010282465245768736
-0.0061294402186603345,0.001877630847453844,0.013078968860051266,0.0016966318281620406,-0.24083218932426212,0.3235593837368951,0.010282465245768736
-0.0061294402186603345,0.001877630847453844,0.013078968860051266,0.0016966318281620406,0.01729726621685977,0.014180123887493973,0.010282465245768736
-0.20342354980665087,1.320723443830348,0.013078968860051266,0.29494159008405285,0.01729726621685977,0.31935994269122664,0.5736817622009995
-0.0061294402186603345,0.001877630847453844,0.013078968860051266,0.0016966318281620406,-0.23721443610428652,0.3125461299662396,0.5609150149540315
-0.0061294402186603345,0.001877630847453844,0.013078968860051266,0.0016966318281620406,0.01729726621685977,0.014180123887493973,0.5497739722282714
0.6128172644920713,0.001877630847453844,0.1273973344323806,0.0016966318281620406,-0.23122969055060777,0.014180123887493973,0.010282465245768736
0.10106771866247612,0.001877630847453844,0.013078968860051266,0.0016966318281620406,0.01729726621685977,0.014180123887493973,0.5384380942754752
-0.20175321836913182,1.3150882615713555,0.013078968860051266,0.0016966318281620406,0.01729726621685977,0.014180123887493973,0.5253866803221874
0.0064381706579243105,1.3141663348203194,0.013078968860051266,0.0016966318281620406,0.01729726621685977,0.014180123887493973,0.010282465245768736
0.15604306863656073,0.001877630847453844,0.013078968860051266,0.0016966318281620406,0.01729726621685977,0.014180123887493973,0.010282465245768736
0.06367994352316368,1.3109176041159123,0.12056919631530365,0.0016966318281620406,0.01729726621685977,0.014180123887493973,0.5181161338654262
0.5941949209588425,1.3077243398628218,0.013078968860051266,0.2863185097556813,0.01729726621685977,0.014180123887493973,0.5130828603858111
-0.0061294402186603345,0.001877630847453844,0.013078968860051266,0.0016966318281620406,0.01729726621685977,0.30627196948064966,0.010282465245768736
-0.0061294402186603345,0.001877630847453844,0.013078968860051266,0.2790079555999979,-0.22979651081212116,0.014180123887493973,0.5082209054291338
